,,,,,,,,
,,,,,,,,
place,title,name,type,latitude,longitude,code,enclosed_by,date
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
person,firstname,surname,callname,prefix,suffix,title,gender,source,note,birthdate,birthplace,birthplaceid,birthsource,baptismdate,baptismplace,baptismplaceid,baptismsouce,deathdate,deathplace,deathplaceid,deathsource
[Pd41f7b0d-6367-42e9],Desconocido,,,,,,,"Yamaguchi, B.",No se encontraron fuentes primarias.,,,,,,,,,,,,
[P66630873-6893-4488],Desconhecida,,,,,,,"Yamaguchi, B.",No se encontraron fuentes primarias.,,,,,,,,,,,,
[P1de273a9-dcbe-4a48],Name of the child.,,,,,,,"Yamaguchi, B.",No se encontraron fuentes primarias.,,,,,,,,,,,,
[P3ea21df7-f7c0-4341],"Joaquina ""Cabra""",,,,,,femenino,Arquivo Eclesiástico da Arquidiocese de Mariana,De acuerdo con fuentes primarias.,,,,,,,,,,,,
[Pd491cad7-214a-4c0c],Desconhecido,,,,,,,,,,,,,,,,,,,,
[P4249dd37-afe0-441f],Willem,Lem,,,,,masculino,"Clayes, André L. FR",De acuerdo con fuentes primarias.,,,,,,,,,,,,
[P22e17233-7bad-4408],Catherine,,,,,,,,,,,,,,,,,,,,
[Pd922e3f2-d380-41a1],Maertin,Lem,,,,,masculino,Sint-Jacob te Brugge,De acuerdo con fuentes primarias.,,,,,,,,,,,,
[P99dac8cb-60a4-496c],Jeanne,,,,,,,,,,,,,,,,,,,,
[P6938a5f7-6c09-463a],Maertin,Lem,,,,,masculino,"Brugge Stands Archief, Civilen Sententiën->  Vierschaar (157) - >1465 - 1469 deel 1",De acuerdo con fuentes primarias.,,,,,,,,,,,,
[P4d364569-354c-4041],Leonor Rodrigues,,,,,,,,,,,,,,,,,,,,
[P571ffa6b-2828-42d8],Adrienne Van Nieuwenhove,,,,,,,,,,,,,,,,,,,,
[Pe032fc86-3e28-4b9a],Martim,Leme,,,,,masculino,"Garnier, Philippe",De acuerdo con fuentes primarias.,,,,,,,,,,,,
[Pd94733a3-c0f0-4e18],Adrienne Van Nieuwenhove,,,,,,,,,,,,,,,,,,,,
[P507a2b66-94d1-4cd4],Rui,Leme,,,,,masculino,"Chancelaria Régia, Manuel I",De acuerdo con fuentes primarias.,,,,,,,,,,,,
[P8f277307-325b-4c85],Antonio,Leme,,,,,masculino,"de Castro, Luiz P. M.",De acuerdo con fuentes primarias.,,,,,,,,,,,,
[P5ab3a65c-6346-45a8],Catharina de Barros,,,,,,,,,,,,,,,,,,,,
[P79f33b23-c8fa-4dc5],Antão,Leme,,,,,masculino,"Paes Leme, Margarida O. R.",De acuerdo con fuentes primarias.,,,,,,,,,,,,
[P14523b2b-14ce-4b9e],Desconocida,,,,,,,,,,,,,,,,,,,,
[Pf0f2c7cb-390c-43f0],Pero,Leme,,,,,masculino,Inventários e Testamentos,De acuerdo con fuentes primarias.,,,,,,,,,1600,,[L05338c17-be7a-47fd],Inventários e Testamentos
[P8b5d9721-d2cb-4d16],Luzia Fernandes,,,,,,,,,,,,,,,,,,,,
[P8cee7b6f-ab8c-42d5],Gracia Rodrigues,,,,,,,,,,,,,,,,,,,,
[P82c1f4d6-05a1-4e3a],Isabel Paes,,,,,,,,,,,,,,,,,,,,
[P2e9d9ef0-195e-4d9e],Leonor,Leme,,,,,femenino,"Viotti, Hélio A.",De acuerdo con fuentes primarias.,1540,,[L05338c17-be7a-47fd],"Viotti, Hélio A.",,,,,1633,,[L05338c17-be7a-47fd],Inventários e Testamentos
[Pbdefcf40-953c-4d20],Bráz Esteves,,,,,,,,,,,,,,,,,,,,
[Pd9a97d77-f852-4fd4],Braz,Esteves,,,,,masculino,História da Família,De acuerdo con fuentes primarias.,,,,,,,,,,,,
[Pb7c92221-e2b9-465d],Maria da Lux Corrêa,,,,,,,,,,,,,,,,,,,,
[Pf1a161ab-eaa9-41b7],Lucrécia,Leme,,,,,femenino,"de Castro, Luiz P. M.",De acuerdo con fuentes primarias.,,,,,,,,,1645,,[L05338c17-be7a-47fd],Inventários e Testamentos
[P56609b4b-3f23-40b2],Fernão Dias (Paes),,,,,,,,,,,,,,,,,,,,
[P74a2bea9-bfc5-4499],João,Leite da Silva,,,,,masculino,Inventários e Testamentos,De acuerdo con fuentes primarias.,1606,,[L05338c17-be7a-47fd],Inventários e Testamentos,,,,,,,,
[P85507c9e-ace0-40f2],Fernão,Dias Paes,,,,,masculino,Inventários e Testamentos,De acuerdo con fuentes primarias.,1608,,[L05338c17-be7a-47fd],Inventários e Testamentos,,,,,1681,,[Lc2c97a07-3bb9-4909],"de Vasconcellos, Diogo Luiz de A. P."
[Pd8eb6c39-f4b4-419e],Maria Garcia,,,,,,,,,,,,,,,,,,,,
[Pe12b3061-7218-4e12],Garcia,Roiz Paes,,,,,masculino,"Torre do Tombo, Tribunal do Santo Ofício: Conselho Geral, Habilitações, Pedro, mç. 25, doc. 476",De acuerdo con fuentes primarias.,,,,,10 de Sep de 1659,,[L566b86ae-b6e0-4b8e],"Torre do Tombo, Tribunal do Santo Ofício: Conselho Geral, Habilitações, Pedro, mç. 25, doc. 476",7 de Mar de 1730,,[Lf77ae628-fc20-4f73],Endangered Archives Programme
[P20f5e280-0837-4b80],Maria Pinheyra da Fonseca,,,,,,,,,,,,,,,,,,,,
[P51e72cb6-6573-4929],Ignacio,Dias Velho,,,,,masculino,"Torre do Tombo, Tribunal do Santo Ofício: Conselho Geral, Habilitações, Pedro, mç. 25, doc. 476",De acuerdo con fuentes primarias.,,,,,,,,,,,,
[P7941b2a2-7fa0-4567],Lucrécia,Leme Borges de Serqueira,,,,,femenino,"Torre do Tombo, Tribunal do Santo Ofício, Conselho Geral, Habilitações, Garcia, mç. 1, doc. 7",De acuerdo con fuentes primarias.,,,,,,,,,,,,
[Pf4ac373b-bda8-41cd],Manoel de Sá e Figueiredo,,,,,,,,,,,,,,,,,,,,
[P4b6efa49-843d-484a],Garcia,Roiz Paes Leme,,,,,masculino,"Torre do Tombo, Tribunal do Santo Ofício, Conselho Geral, Habilitações, Garcia, mç. 1, doc. 7",De acuerdo con fuentes primarias.,,,,,,,,,,,,
[P0dc52dde-6048-474a],Pedro,Dias Paes,,,,,masculino,"Torre do Tombo, Tribunal do Santo Ofício: Conselho Geral, Habilitações, Pedro, mç. 25, doc. 476",De acuerdo con fuentes primarias.,,,,,9 de Sep de 1705,,[L4af4242b-237b-4636],Inventários e Testamentos,,,,
[P44f8d3e0-c2e3-490f],Francisca Joaquina Forjas Pereira,,,,,,,,,,,,,,,,,,,,
[P821e282f-9bf7-4359],Aleixo Leme,,,,,,,"Madre de Deus, Gaspar, Frei",De acuerdo con fuentes primarias.,,,,,,,,,,,,
[P9ae0895b-9db8-48d9],Pero Leme,,,,,,,"Madre de Deus, Gaspar, Frei",De acuerdo con fuentes primarias.,,,,,,,,,,,,
[P6c21b7ce-fc40-4e25],Antonia Leme,,,,,,,"Madre de Deus, Gaspar, Frei",De acuerdo con fuentes primarias.,,,,,,,,,,,,
[Pdcb7cddb-ebe3-4aa2],Leonor Leme,,,,,,,"Madre de Deus, Gaspar, Frei",De acuerdo con fuentes primarias.,,,,,,,,,,,,
[Pa1ad589d-f9f7-4d4a],Domingos Leite da Silva,,,,,,,História da Família,De acuerdo con fuentes primarias.,,,,,,,,,,,,
[P6aa5b27c-e425-4317],Marianna Paes,,,,,,,Dispensas matrimoniais 1720-1723,De acuerdo con fuentes primarias.,,,,,,,,,,,,
[P0d551cb7-59e4-4d21],Fernando Dias Paes,,,,,,,"Torre do Tombo, Tribunal do Santo Ofício, Conselho Geral, Habilitações Incompletas, doc. 1542",De acuerdo con fuentes primarias.,,,,,,,,,,,,
[Pb932e002-4538-4d72],Alulim,,,,,,masculino,"Black, J.A. et al.",No se encontraron fuentes primarias.,,,,,,,,,,,,
[P18c97071-5dd5-434d],Alaljar,,,,,,masculino,"Black, J.A. et al.",No se encontraron fuentes primarias.,,,,,,,,,,,,
[P8cef6d6a-8a73-4fdc],Enmenluana,,,,,,masculino,"Black, J.A. et al.",No se encontraron fuentes primarias.,,,,,,,,,,,,
[Pda3f64f9-1062-4781],Enmengalana,,,,,,masculino,"Black, J.A. et al.",No se encontraron fuentes primarias.,,,,,,,,,,,,
[Pd7a04572-30f5-4601],Dumuzid,,,,,,masculino,"Black, J.A. et al.",No se encontraron fuentes primarias.,,,,,,,,,,,,
[P30d862da-759c-4fad],Inanna,,,,,,,,,,,,,,,,,,,,
[P603ec72a-26a7-4994],Ensipadzidana,,,,,,masculino,"Black, J.A. et al.",No se encontraron fuentes primarias.,,,,,,,,,,,,
[P1bd85a0c-16f5-4386],Enmendurana,,,,,,masculino,"Black, J.A. et al.",No se encontraron fuentes primarias.,,,,,,,,,,,,
[P8c999b83-228a-41c0],Ubara-Tutu,,,,,,masculino,"Black, J.A. et al.",No se encontraron fuentes primarias.,,,,,,,,,,,,
[Pf68884c1-1f88-4cef],Jucur,,,,,,masculino,"Black, J.A. et. al.",No se encontraron fuentes primarias.,,,,,,,,,,,,
[P373bd76f-5d90-49e7],Kullassina-bel,,,,,,masculino,"Black, J.A. et. al.",No se encontraron fuentes primarias.,,,,,,,,,,,,
[P2b13e4ba-da07-4d2a],Nanjiclicma,,,,,,masculino,"Black, J.A. et. al.",No se encontraron fuentes primarias.,,,,,,,,,,,,
[P292665a1-6e60-47de],En-tarah-ana,,,,,,masculino,"Black, J.A. et. al.",No se encontraron fuentes primarias.,,,,,,,,,,,,
[P9b8f81d9-aa28-4102],Babum,,,,,,masculino,"Black, J.A. et. al.",No se encontraron fuentes primarias.,,,,,,,,,,,,
[P2ecaaa87-e9a4-47b8],Puannum,,,,,,masculino,"Black, J.A. et. al.",No se encontraron fuentes primarias.,,,,,,,,,,,,
[P2546d864-4b15-4247],Kalibum,,,,,,masculino,"Black, J.A. et. al.",No se encontraron fuentes primarias.,,,,,,,,,,,,
[P61a41497-fec8-4f35],Kalumum,,,,,,masculino,"Black, J.A. et. al.",No se encontraron fuentes primarias.,,,,,,,,,,,,
[P49b394e2-7834-41e0],Zuqaqip,,,,,,masculino,"Black, J.A. et. al.",No se encontraron fuentes primarias.,,,,,,,,,,,,
[Pbfe95ab8-ed86-44e8],Atab/Aba,,,,,,masculino,"Black, J.A. et. al.",No se encontraron fuentes primarias.,,,,,,,,,,,,
[Pd1857dc6-26be-48a0],Desconocida,,,,,,,,,,,,,,,,,,,,
[P92698a35-31e0-49ca],Macda,,,,,,masculino,"Black, J.A. et. al.",No se encontraron fuentes primarias.,,,,,,,,,,,,
[Pc13b7651-226b-42bb],Desconocida,,,,,,,,,,,,,,,,,,,,
[Pc9a5a6bb-14ea-4964],Arwium,,,,,,masculino,"Black, J.A. et. al.",No se encontraron fuentes primarias.,,,,,,,,,,,,
[P745f5c20-84a8-45dc],Etana,,,,,,masculino,"Black, J.A. et. al.",No se encontraron fuentes primarias.,,,,,,,,,,,,
[Pb37282ba-ee55-4663],Desconocida,,,,,,,,,,,,,,,,,,,,
[P392b8926-0d3c-432f],Balih,,,,,,masculino,"Black, J.A. et. al.",No se encontraron fuentes primarias.,,,,,,,,,,,,
[P75ddba37-459b-4902],En-me-nuna,,,,,,masculino,"Black, J.A. et. al.",No se encontraron fuentes primarias.,,,,,,,,,,,,
[P1a33427d-c2ea-4cd9],Desconocida,,,,,,,,,,,,,,,,,,,,
[P28d19410-f0d9-4e2b],Melem-Kic,,,,,,masculino,"Black, J.A. et. al.",No se encontraron fuentes primarias.,,,,,,,,,,,,
[P7db9e90b-a3a6-43d1],Barsal-nuna,,,,,,masculino,"Black, J.A. et. al.",No se encontraron fuentes primarias.,,,,,,,,,,,,
[Pe3fbcc88-9039-481a],Desconocida,,,,,,,,,,,,,,,,,,,,
[Pf57c8c29-096c-413e],Desconocida,,,,,,,,,,,,,,,,,,,,
[Pc16d5529-fc99-40cc],Tizqar,,,,,,masculino,"Black, J.A. et. al.",No se encontraron fuentes primarias.,,,,,,,,,,,,
[P1d52d11b-9c3c-48eb],Ilku,,,,,,masculino,"Black, J.A. et. al.",No se encontraron fuentes primarias.,,,,,,,,,,,,
[Pba95c903-bbbf-490f],Iltasadum,,,,,,masculino,"Black, J.A. et. al.",No se encontraron fuentes primarias.,,,,,,,,,,,,
[Pd109c264-1a9a-4570],Enmebaragesi,,,,,,masculino,RIME 1.07.22.02,De acuerdo con fuentes primarias.,,,,,,,,,,,,
[P07af85ba-8639-4d66],Desconocida,,,,,,,,,,,,,,,,,,,,
[P174ec975-b120-4d75],Aga,,,,,,masculino,"Black, J.A. et. all",De acuerdo con fuentes primarias.,,,,,,,,,,,,
[P0eb7b2c6-d2fa-4921],Desconhecida,,,,,,,,,,,,,,,,,,,,
[P791c9290-25f3-4be9],Zamug,,,,,,,"Black, J.A. et. al.",No se encontraron fuentes primarias.,,,,,,,,,,,,
[Pba211464-ac59-41ea],Utu,,,,,,masculino,"Black, J.A. et al.",No se encontraron fuentes primarias.,,,,,,,,,,,,
[Pe0cfd360-10e0-44f6],Desconocida,,,,,,,,,,,,,,,,,,,,
[Pbf0d7d2b-ca01-45c2],Mec-ki-aj-gacer,,,,,,masculino,"Black, J.A. et al.",No se encontraron fuentes primarias.,,,,,,,,,,,,
[P92e7f846-383e-4bcc],Desconocida,,,,,,,,,,,,,,,,,,,,
[Pcfe35bd7-5fe6-4aa7],Enmerkar,,,,,,masculino,"Algaze, G. et al.",No se encontraron fuentes primarias.,,,,,,,,,,,,
[P0f9cd4ee-b864-4870],Lugalbanda,,,,,,masculino,The Epic of Gilgamesh,No se encontraron fuentes primarias.,,,,,,,,,,,,
[P813ed616-0f3b-4047],Desconocida,,,,,,,,,,,,,,,,,,,,
[Pe7c6b5bb-b573-4a13],Gilgamesh,,,,,,masculino,"Britannica, T. Editors of Encyclopaedia",De acuerdo con fuentes primarias.,,,,,,,,,,,,
[P2fd224f3-6d63-4159],Desconocida,,,,,,,,,,,,,,,,,,,,
[P13869aa9-e328-4411],Ur-Nungal,,,,,,masculino,"Black, J.A. et al.",No se encontraron fuentes primarias.,,,,,,,,,,,,
[P62278eb3-7d84-4fb1],Desconocida,,,,,,,,,,,,,,,,,,,,
[Pbc83e1a3-9b94-464a],Udul-kalama,,,,,,masculino,"Black, J.A. et al.",No se encontraron fuentes primarias.,,,,,,,,,,,,
[P419931d6-bf42-4f2f],Dumuzid,,,,,,masculino,"Black, J. A. et al.",No se encontraron fuentes primarias.,,,,,,,,,,,,
[P03e12f52-46b6-43c9],La-ba'cum,,,,,,masculino,"Black, J.A. et al.",No se encontraron fuentes primarias.,,,,,,,,,,,,
[P000d63b1-d3fa-4500],En-nun-tarah-ana,,,,,,masculino,"Black, J.A. et al.",No se encontraron fuentes primarias.,,,,,,,,,,,,
[P572c6a75-0071-404c],Mec-he,,,,,,masculino,"Black, J.A. et al.",No se encontraron fuentes primarias.,,,,,,,,,,,,
[Pb5045066-59c1-4b88],Melem-ana,,,,,,masculino,"Black, J.A. et al.",No se encontraron fuentes primarias.,,,,,,,,,,,,
[Pa4661378-f69e-4ea3],Lugal-kitun,,,,,,masculino,"Black, J.A. et al.",No se encontraron fuentes primarias.,,,,,,,,,,,,
[Pd11f36da-620f-4a45],Enmerkar,,,,,,,"Black, J.A. et al.",No se encontraron fuentes primarias.,,,,,,,,,,,,
[P7a41b1cb-6d41-4f6e],Meskalamdug,,,,,,masculino,"Reade, J.",De acuerdo con fuentes primarias.,,,,,,,,,,,,
[P3e41e617-d232-4987],Desconocida,,,,,,,,,,,,,,,,,,,,
[P6ed2f961-4ef2-48b3],Mesannepada,,,,,,masculino,British Museum,De acuerdo con fuentes primarias.,,,,,,,,,,,,
[P8ee34197-acfb-492a],Ninbanda,,,,,,,,,,,,,,,,,,,,
[Pe87ac78b-1180-4c78],Aannepada,,,,,,masculino,British Museum,De acuerdo con fuentes primarias.,,,,,,,,,,,,
[P91bb5dff-8965-4119],Elulu,,,,,,masculino,"Black, J.A. et al.",No se encontraron fuentes primarias.,,,,,,,,,,,,
[Pce57e334-5877-4c2b],Balulu,,,,,,masculino,"Black, J.A. et al.",No se encontraron fuentes primarias.,,,,,,,,,,,,
[P5fd5b3d2-46f1-48df],Meskiagunna,,,,,,,"Black, J.A. et al.",No se encontraron fuentes primarias.,,,,,,,,,,,,
[P05008d37-8031-420d],Desconocido,,,,,,masculino,"Black, J.A. et al.",No se encontraron fuentes primarias.,,,,,,,,,,,,
[Pf8b7111f-fd8d-493e],Desconocido,,,,,,masculino,"Black, J.A. et al.",No se encontraron fuentes primarias.,,,,,,,,,,,,
[P4ecf3b0f-d34c-4884],Ku-ul-...,,,,,,masculino,"Black, J.A. et al.",No se encontraron fuentes primarias.,,,,,,,,,,,,
[P20baf2db-6a9c-4554],Peli,,,,,,masculino,"Hinz, W.",No se encontraron fuentes primarias.,,,,,,,,,,,,
[P8087e65f-e442-4784],Tata,,,,,,masculino,"Hinz, W.",No se encontraron fuentes primarias.,,,,,,,,,,,,
[Pcfb1655e-65ad-4821],Ukkutahesh,,,,,,masculino,"Hinz, W.",No se encontraron fuentes primarias.,,,,,,,,,,,,
[Pb2e0b459-e439-4533],Hishur,,,,,,masculino,"Hinz, W.",No se encontraron fuentes primarias.,,,,,,,,,,,,
[P7452c796-d658-4642],Shushuntarana,,,,,,masculino,"Hinz, W.",No se encontraron fuentes primarias.,,,,,,,,,,,,
[Pa2548644-6b18-493b],Napilhush,,,,,,masculino,"Hinz, W.",No se encontraron fuentes primarias.,,,,,,,,,,,,
[P73ad0d2f-e6c9-487e],Kikku-siwe-tempt,,,,,,masculino,"Hinz, W.",No se encontraron fuentes primarias.,,,,,,,,,,,,
[Pb1e8eb4d-05bc-40cf],Luhishshan,,,,,,masculino,The British Museum,De acuerdo con fuentes primarias.,,,,,,,,,,,,
[Paa73d28f-e97e-48d3],Desconocida,,,,,,,,,,,,,,,,,,,,
[P9d6a3967-ad7e-496c],Hishep-ratep,,,,,,masculino,"Potts, D. T.",De acuerdo con fuentes primarias.,,,,,,,,,,,,
[P2cf9c194-8d97-4f26],Helu,,,,,,masculino,"Hinz, W.",No se encontraron fuentes primarias.,,,,,,,,,,,,
[P4e963166-3bcf-47fa],Hita,,,,,,masculino,"Hinz, W.",No se encontraron fuentes primarias.,,,,,,,,,,,,
[P3429c826-6041-47b2],Kutik-Inshushinak,,,,,,masculino,"Hinz, W.",De acuerdo con fuentes primarias.,,,,,,,,,,,,
[Pc2e52fad-08ef-4141],Susuda,,,,,,masculino,"Black, J.A. et al.",No se encontraron fuentes primarias.,,,,,,,,,,,,
[Pb328f98e-d9cf-4742],Dadasig,,,,,,masculino,"Black, J.A. et al.",No se encontraron fuentes primarias.,,,,,,,,,,,,
[P6cd2ae94-6c57-469f],Mamagal,,,,,,masculino,"Black, J.A. et al.",No se encontraron fuentes primarias.,,,,,,,,,,,,
[Pce158ba3-d5f6-4a98],Desconocida,,,,,,,,,,,,,,,,,,,,
[P29896c60-52b4-420a],Kalbum,,,,,,masculino,"Black, J.A. et al.",No se encontraron fuentes primarias.,,,,,,,,,,,,
[P1795e944-fb3a-46b7],Tuge,,,,,,masculino,"Black, J.A. et al.",No se encontraron fuentes primarias.,,,,,,,,,,,,
[P3448ad2f-f273-4668],Desconocida,,,,,,,,,,,,,,,,,,,,
[Pc3eef475-4ea5-4ce2],Men-nuna,,,,,,masculino,"Black, J.A. et al.",No se encontraron fuentes primarias.,,,,,,,,,,,,
[Pcf63d205-51f5-4525],Lugalmu,,,,,,masculino,"Black, J.A. et al.",No se encontraron fuentes primarias.,,,,,,,,,,,,
[P692aac38-5624-41ee],Desconocido,,,,,,masculino,"Black, J.A. et al.",No se encontraron fuentes primarias.,,,,,,,,,,,,
[P4e3faaab-1761-4d6e],Sisebuto,,,,,,masculino,"Florez, Henriques",De acuerdo con fuentes primarias.,,,,,,,,,620,,,"Florez, Henriques"
[Pa7c71700-41c6-4a22],Desconocida,,,,,,,,,,,,,,,,,,,,
[Pdb2087bd-acfc-4ca8],Recaredo,,,,,,masculino,"Florez, Henriques, Trat. 6, Ap. XII",De acuerdo con fuentes primarias.,,,,,,,,,621,,,"Florez, Henriques"
[P779bd840-7c7c-4487],Desconocida,,,,,,,,,,,,,,,,,,,,
[P8aaf1501-9bbe-4162],Theodora,,,,,,femenino,"Salazar y Castro, Luis de., Vol. I.",De acuerdo con fuentes primarias.,,,,,,,,,,,,
[P6dca8a89-1eac-47d2],Suintila,,,,,,,,,,,,,,,,,,,,
[Pb790586a-f995-49da],Egica,,,,,,masculino,Dom Alfonso III,De acuerdo con fuentes primarias.,,,,,,,,,702,,,Crónica de Alfonso III
[Pe2f89d58-df8c-4dd8],Cixilo,,,,,,,,,,,,,,,,,,,,
[P547673e8-6c58-44f4],Witiza,,,,,,masculino,Dom Alfonso III,De acuerdo con fuentes primarias.,,,,,,,,,710,,,Crónica de Alfonso III
[Pa0cff0d8-7e1b-4d0d],Desconocida,,,,,,,,,,,,,,,,,,,,
[P9caa2e55-dd47-4906],Sisebuto,,,,,,masculino,"Felgueiras, Gaio, Manuel J da C.",No se encontraron fuentes primarias.,,,,,,,,,,,,
[Pc69f7c23-ff56-457f],Desconocida,,,,,,,,,,,,,,,,,,,,
[P63f2220e-5f04-4669],Menaia,Ribeiro,,,,,femenino,"Felgueiras, Gaio, Manuel J da C.",No se encontraron fuentes primarias.,,,,,,,,,,,,
[P88b48e88-e577-4755],Soeiro Belfager,,,,,,,,,,,,,,,,,,,,
[P1a46da10-a7f2-4afd],Oppa,,,,,,,Medieval Lands,No se encontraron fuentes primarias.,,,,,,,,,,,,
[P9e7ec4cb-73e8-4e12],Akila,,,,,,,"Ibn El-Kouthya, M. A. Cherbonneau",De acuerdo con fuentes primarias.,,,,,,,,,,,,
[Pa3b445bb-7321-47a6],Olmundo,,,,,,,"Ibn El-Kouthya, M. A. Cherbonneau",De acuerdo con fuentes primarias.,,,,,,,,,,,,
[P5e6cbe92-5790-4262],Ardabasto,,,,,,,"Ibn El-Kouthya, M. A. Cherbonneau",De acuerdo con fuentes primarias.,,,,,,,,,,,,
,,,,,,,
,,,,,,,
marriage," parent1"," parent2"," date"," place"," placeID"," source"," note"
[F0a19b665-0f29-47ed]," [P0c814db4-2f44-494a]"," [Pd6fd3be9-e1aa-420d]",,,,"Hitchcock, Don",No se encontraron fuentes primarias.
[F9fdad54b-0bac-4f89]," [Pf804eea1-2b82-4be6]"," [P252d0294-cf82-4d12]",,,,"Hitchcock, Don",No se encontraron fuentes primarias.
[Fd3d0e62b-63dd-42bf]," [Pfd7197b3-dccc-4265]"," [P67f50dd8-70b3-41b3]",,,,"Hitchcock, Don",No se encontraron fuentes primarias.
[Fdc137195-5913-4776]," [P8629260b-458e-44b8]"," [P43a030d3-5c21-4a49]",,,,"Blaxland, Beth",No se encontraron fuentes primarias.
[F65989e22-5233-477e]," [Pc480c765-e878-4cf1]"," [P4a6e38a1-34c6-4ce7]",,,,"Dorey, Fran",No se encontraron fuentes primarias.
[F3a6686af-e455-4b6c]," [Pa440690e-79a5-4128]"," [Pbba9b264-807c-4c81]",,,,"Dorey, Fran",No se encontraron fuentes primarias.
[F081b539d-83ba-4bad]," [P50aad5d5-70b0-4881]"," [Pd3e46abe-e7c7-48ac]",,,,"Dorey, Fran",No se encontraron fuentes primarias.
[F08b3f61b-0966-455d]," [Pe59e362a-f86f-4d21]"," [Pfd7b36a2-0824-4ae8]",,,,"Dorey, Fran",No se encontraron fuentes primarias.
[F5217dbff-bcd8-407c]," [P1db74bf2-b866-4a59]"," [P38202bf1-654c-44e4]",,,,"Qin, P., & Stoneking, M.",No se encontraron fuentes primarias.
[Fa9385557-f618-4fce]," [Pa8aa5c34-83cd-4619]"," [P24985297-a662-4e77]",,,,"Dorey, Fran",No se encontraron fuentes primarias.
[F8c3b98af-acdb-49a5]," [P2a23a38d-040a-40b6]"," [Pa4a8e568-726e-4773]",,,,,No se encontraron fuentes primarias.
[Fec3217cc-c771-4c3e]," [Pa4d44e43-7b35-4d20]"," [P687f8bea-09d0-4448]",,,,,No se encontraron fuentes primarias.
[F686fdf42-fe67-4fa2]," [Pd5c23863-5e23-4d24]"," [P4e9f1cbf-75bf-4e2d]",,,,,No se encontraron fuentes primarias.
[F1ac6e290-8076-4311]," [Pd5c23863-5e23-4d24]"," [P2452ecba-960f-4553]",,,,Google Groups,No se encontraron fuentes primarias.
[F9371d718-39c4-4fa3]," [P8a44d448-af25-400b]"," [P1a1bad0b-9f2a-46cc]",,,,"De La Granja, Fernando",De acuerdo con fuentes primarias.
[F7df4cd93-69f6-4b69]," [P5a731099-2535-4f31]"," [P9a04bd92-39b0-4384]",,,,"Lacarra, José M.",De acuerdo con fuentes primarias.
[F5f671aa6-3a54-4513]," [P5a731099-2535-4f31]"," [Ped975f05-8b2e-471a]",,,,Medieval Lands,No se encontraron fuentes primarias.
[F8f755efb-d2b5-4254]," [P4533fd2a-9151-4c8b]"," [Pefc079ac-f43a-4831]",,,,"De La Granja, Fernando",De acuerdo con fuentes primarias.
[F130f72cd-868d-45e1]," [P4f42f68e-d04f-4cf5]"," [P467ccf01-f402-49a6]",,,,,No se encontraron fuentes primarias.
[Fab84dce5-99e5-4a24]," [P36da6771-de40-45b9]"," [P738ab82e-6127-4cc7]",,,,,No se encontraron fuentes primarias.
[Fd9847b7d-1ac3-49a4]," [Pdfe82008-d8ac-4a5f]"," [Pbee536be-452c-4879]",,,,,No se encontraron fuentes primarias.
[F4b51e387-7af8-4123]," [P4b279504-da7a-45bf]"," [Pa98ed6be-e0af-4504]",,,,"Rocha, J., & Fehn, A. M.",No se encontraron fuentes primarias.
[Facd5c584-04b1-47ce]," [P4b279504-da7a-45bf]"," [P52eb5601-f6d7-4974]",,,,"Rocha, J., & Fehn, A. M.",No se encontraron fuentes primarias.
[Fe71fbcd0-b47f-46ba]," [P53bab3d6-86dc-442a]"," [P621a442c-1bf8-4d29]",,,,,No se encontraron fuentes primarias.
[F024f97ab-6c7d-41c6]," [Pbf0a8897-198f-4a54]"," [P8fc4273e-a3bc-4b37]",,,,,No se encontraron fuentes primarias.
[Fd0e0357d-1623-4081]," [Pac0fa2ab-2d2f-4365]"," [P434d483e-aa15-41f5]",,,,,No se encontraron fuentes primarias.
[F9c34bf6b-8991-4bf5]," [P90b5e0b0-c273-4e57]"," [P15567599-e6e7-4bcd]",,,,,No se encontraron fuentes primarias.
[F85bde14a-0d58-46a2]," [P8c9380b5-742f-4b93]"," [Ped1aa645-2de5-4a78]",,,,"Bostoen, K.",No se encontraron fuentes primarias.
[F9081ee0d-ce77-4d42]," [P9577c944-11c5-4319]"," [P0123199d-4b51-4931]",,,,,No se encontraron fuentes primarias.
[F5a77003a-4fc3-4cc9]," [Pc5a40d6c-3a0a-4e80]"," [Pc397124e-f5da-4e69]",,,,"Beach, D. N.",No se encontraron fuentes primarias.
[F4c7102a7-b06e-4baf]," [P93149fcc-a082-4c8c]"," [P6322f0bb-cceb-43a6]",,,,"Beach, D. N.",No se encontraron fuentes primarias.
[F3c2bc2e3-f68e-4cac]," [Pc2880600-7a91-4447]"," [Pa0e8cd2a-eef6-4b8e]",,,,,No se encontraron fuentes primarias.
[Fc5d5eefb-8f17-49f6]," [Pe7a3531d-d38a-444a]"," [P6eb31a0a-433e-4f04]",,,,"Beach, D. N.",No se encontraron fuentes primarias.
[Fc9921e17-952f-4428]," [Pea22b3ed-1457-4476]"," [Pc305c48e-6e77-4e2c]",,,,"Beach, D. N.",No se encontraron fuentes primarias.
[F9f674482-89a5-4fc0]," [Pc56abc67-4623-4f64]"," [P2db52a2b-1299-4293]",,,,W. Luiz,No se encontraron fuentes primarias.
